# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
CEP126            11  101785746  101871793    214      20  293723      0.99833    0.00052505       0.9978
C11orf70          11  101918147  101955291     85       9  293723     -0.26776    0.00052505     -0.26829
YAP1              11  101981151  102104154    274      15  293723       1.3428    0.00052505       1.3423
BIRC3             11  102188181  102210134     26       7  293723     -0.45291    0.00052505     -0.45344
BIRC2             11  102217913  102249401     55       7  293723     -0.97615    0.00052505     -0.97668
TMEM123           11  102267056  102323775    109      12  293723     -0.76589    0.00052505     -0.76642
MMP7              11  102391239  102401478     36       7  293723      0.54896    0.00052505      0.54843
MMP20             11  102447566  102496063    246      20  293723      -1.9625    0.00052505       -1.963
MMP27             11  102562415  102576468     74      12  293723      -1.3203    0.00052505      -1.3208
MMP8              11  102582526  102595734     68      15  293723     -0.68363    0.00052505     -0.68415
MMP10             11  102641233  102651359     39      10  293723      -1.1815    0.00052505      -1.1821
MMP1              11  102660641  102668966     34      11  293723      -1.2505    0.00052505       -1.251
MMP3              11  102706528  102714342     22       5  293723      -1.1763    0.00052505      -1.1768
MMP12             11  102733464  102745764     22       8  293723     -0.76105    0.00052505     -0.76157
MMP13             11  102813721  102826463     28       5  293723     -0.57474    0.00052505     -0.57526
DCUN1D5           11  102921413  102962944     66      13  293723     -0.91971    0.00052505     -0.92023
DYNC2H1           11  102980160  103350591   1712      32  293723      -1.3819    0.00052505      -1.3824
PDGFD             11  103777914  104035027    894      62  293723      -1.9808    0.00052505      -1.9813
DDI1              11  103907308  103909922      6       2  293723     -0.77972    0.00052505     -0.78025
CASP12            11  104756445  104769397      4       2  293723      0.51647    0.00052505      0.51595
CASP4             11  104813594  104839325     62      11  293723       0.3059    0.00052505      0.30537
CASP5             11  104864967  104893895     79      15  293723      -1.2132    0.00052505      -1.2137
CASP1             11  104896235  104905884     42       4  293723      -1.6861    0.00052505      -1.6866
CARD16            11  104912053  104916051     17       4  293723      -1.5935    0.00052505      -1.5941
CARD17            11  104963196  104972158     27       6  293723    -0.092521    0.00052505    -0.093046
CARD18            11  105008448  105010461      3       2  293723      0.97248    0.00052505      0.97195
GRIA4             11  105480800  105852819    689      39  293723       1.4794    0.00052505       1.4789
MSANTD4           11  105878629  105892981     22       5  293723      0.72366    0.00052505      0.72314
KBTBD3            11  105921825  105948465     50      10  293723      -1.1485    0.00052505       -1.149
AASDHPPT          11  105948292  105969419     30       7  293723      -1.3797    0.00052505      -1.3802
GUCY1A2           11  106544738  106889171   1043      56  293723       1.4372    0.00052505       1.4366
CWF19L2           11  107197071  107328572    467      28  293723       2.6496    0.00052505       2.6491
ALKBH8            11  107373453  107436468    193      20  293723     -0.64253    0.00052505     -0.64305
ELMOD1            11  107461817  107537505    217      36  293723       1.0234    0.00052505       1.0229
SLN               11  107578101  107582787      6       2  293723      -1.2411    0.00052505      -1.2416
SLC35F2           11  107661717  107729914    321      19  293723      0.50229    0.00052505      0.50176
RAB39A            11  107799277  107834208    106      19  293723     -0.17383    0.00052505     -0.17435
CUL5              11  107879408  107978495    202      19  293723       0.8682    0.00052505      0.86768
ACAT1             11  107992258  108018895     63      12  293723      0.96786    0.00052505      0.96733
NPAT              11  108028117  108093365    111      16  293723      0.46944    0.00052505      0.46891
ATM               11  108093559  108239829    244      17  293723      0.38133    0.00052505      0.38081
C11orf65          11  108179012  108338258    334      16  293723       0.2047    0.00052505      0.20417
KDELC2            11  108342832  108369169     42       8  293723      0.66914    0.00052505      0.66861
EXPH5             11  108376158  108464492    224      32  293723       1.8373    0.00052505       1.8367
DDX10             11  108535816  108811650    503      21  293723       1.1826    0.00052505       1.1821
C11orf87          11  109292570  109299893      5       3  293723       2.1025    0.00052505       2.1019
ZC3H12C           11  109963673  110042566    254      12  293723       3.2806    0.00052505       3.2801
RDX               11  110045605  110167437    186      15  293723       1.8773    0.00052505       1.8768
FDX1              11  110300661  110335608    114      10  293723       1.0152    0.00052505       1.0147
ARHGAP20          11  110447759  110583912    326      21  293723     -0.17235    0.00052505     -0.17287
C11orf53          11  111126707  111156973     76      12  293723     -0.17396    0.00052505     -0.17449
COLCA1            11  111164114  111177104     40       7  293723       1.3976    0.00052505       1.3971
COLCA2            11  111169271  111179460     29       6  293723      0.99683    0.00052505      0.99631
POU2AF1           11  111222976  111250348     98      11  293723     -0.63712    0.00052505     -0.63764
LOC644277         11  111299223  111327330    100      20  293723       1.3918    0.00052505       1.3913
BTG4              11  111338255  111383105     88      13  293723      0.91176    0.00052505      0.91124
C11orf88          11  111385510  111407756     32       6  293723      -0.2092    0.00052505     -0.20973
LAYN              11  111411233  111432470     30       6  293723      0.44513    0.00052505       0.4446
SIK2              11  111473170  111597635    159       9  293723       3.1522    0.00052505       3.1517
PPP2R1B           11  111597632  111637169     42      14  293723       3.3706    0.00052505         3.37
ALG9              11  111652919  111742305    101      14  293723       1.1203    0.00052505       1.1198
FDXACB1           11  111744780  111750181      6       3  293723       1.4073    0.00052505       1.4068
C11orf1           11  111749948  111754798      5       1  293723      0.97508    0.00052505      0.97455
CRYAB             11  111779350  111782473      4       2  293723       1.4368    0.00052505       1.4363
HSPB2             11  111783460  111784817      2       1  293723      0.41732    0.00052505      0.41679
C11orf52          11  111789601  111797595      8       2  293723      0.34566    0.00052505      0.34513
DIXDC1            11  111797868  111893374     76      12  293723       1.6842    0.00052505       1.6837
DLAT              11  111895538  111935002     44       6  293723       1.4222    0.00052505       1.4216
PIH1D2            11  111934734  111944895      5       3  293723     -0.68156    0.00052505     -0.68209
C11orf57          11  111944968  111955874      8       3  293723       1.2581    0.00052505       1.2576
SDHD              11  111957548  111966525      5       2  293723       0.9104    0.00052505      0.90987
TEX12             11  112004926  112043279     92      14  293723      0.59554    0.00052505      0.59502
IL18              11  112013974  112034840     47      11  293723      0.20546    0.00052505      0.20493
BCO2              11  112046208  112089652     97      14  293723       1.2275    0.00052505        1.227
PTS               11  112097088  112104696     11       4  293723       1.3279    0.00052505       1.3274
PLET1             11  112118876  112131583     27       5  293723      0.69721    0.00052505      0.69669
NCAM1             11  112831969  113149158    936      61  293723     -0.60331    0.00052505     -0.60384
TTC12             11  113185251  113244345    124      19  293723      -1.4288    0.00052505      -1.4293
ANKK1             11  113258513  113271140     37       7  293723      0.13873    0.00052505       0.1382
DRD2              11  113280317  113346413    173      25  293723       1.1175    0.00052505        1.117
TMPRSS5           11  113558268  113577151     60      12  293723       1.5835    0.00052505        1.583
ZW10              11  113603905  113644485    116      16  293723       1.3298    0.00052505       1.3293
USP28             11  113668597  113746292    153      18  293723       0.4615    0.00052505      0.46098
HTR3B             11  113775518  113817283    123      18  293723      -1.7519    0.00052505      -1.7525
HTR3A             11  113845797  113861035     50      10  293723     -0.97807    0.00052505     -0.97859
ZBTB16            11  113930289  114126702    635      80  293723      -1.5724    0.00052505      -1.5729
NNMT              11  114166535  114183238     30       7  293723      0.31779    0.00052505      0.31727
C11orf71          11  114262170  114271272     28       7  293723     -0.68333    0.00052505     -0.68385
RBM7              11  114271283  114279636     12       3  293723      -1.2887    0.00052505      -1.2892
REXO2             11  114310108  114321001     28       8  293723     -0.10332    0.00052505     -0.10384
NXPE1             11  114392423  114430580     90       6  293723      0.80367    0.00052505      0.80315
NXPE4             11  114441313  114466484     53      14  293723      0.74876    0.00052505      0.74823
NXPE2             11  114549200  114579357    101      17  293723     -0.39997    0.00052505     -0.40049
CADM1             11  115039933  115375241    599      52  293723       2.7145    0.00052505       2.7139
BUD13             11  116618886  116643714     95      18  293723      0.15009    0.00052505      0.14956
ZPR1              11  116649276  116658739     21       7  293723      0.12069    0.00052505      0.12016
APOA5             11  116660086  116663136      9       4  293723     0.065909    0.00052505     0.065384
APOA4             11  116691418  116694011     13       7  293723     -0.40978    0.00052505     -0.41031
APOC3             11  116700624  116703787     20       6  293723       1.0021    0.00052505       1.0016
APOA1             11  116706467  116708338      7       3  293723       1.8159    0.00052505       1.8154
SIK3              11  116714118  116969131    899      27  293723        1.113    0.00052505       1.1125
PAFAH1B2          11  117015000  117048889    104      15  293723        2.434    0.00052505       2.4335
SIDT2             11  117049626  117068161     56      10  293723       1.9154    0.00052505       1.9148
TAGLN             11  117070040  117075508     20       6  293723        2.223    0.00052505       2.2225
PCSK7             11  117075788  117102811     87      15  293723       0.9012    0.00052505      0.90068
RNF214            11  117103341  117156404    142      18  293723      -1.2361    0.00052505      -1.2367
BACE1             11  117156402  117186972     73      20  293723      -1.1617    0.00052505      -1.1623
CEP164            11  117184792  117283982    237      28  293723     -0.97757    0.00052505     -0.97809
DSCAML1           11  117298489  117667976   1325     114  293723       0.3913    0.00052505      0.39077
FXYD2             11  117690790  117699408     37      12  293723     -0.47187    0.00052505     -0.47239
FXYD6-FXYD2       11  117690790  117747746    191      37  293723     -0.18458    0.00052505     -0.18511
FXYD6             11  117707691  117748201    134      22  293723      0.13446    0.00052505      0.13393
TMPRSS13          11  117771356  117800168    129      22  293723     -0.19383    0.00052505     -0.19436
IL10RA            11  117857106  117872198     39       8  293723      0.61859    0.00052505      0.61806
TMPRSS4           11  117947727  117996323    201      22  293723      -0.4955    0.00052505     -0.49603
SCN4B             11  118004092  118023630     49       8  293723      0.31173    0.00052505       0.3112
SCN2B             11  118033519  118047337     42      12  293723      -0.7661    0.00052505     -0.76662
AMICA1            11  118064442  118095809     89       8  293723      -1.0395    0.00052505        -1.04
MPZL3             11  118097405  118124135     99      10  293723      -1.2088    0.00052505      -1.2093
MPZL2             11  118124131  118135251     31       4  293723     -0.86668    0.00052505      -0.8672
CD3E              11  118175295  118186890     28       6  293723     -0.72592    0.00052505     -0.72644
CD3D              11  118209789  118213459      6       2  293723     -0.27059    0.00052505     -0.27112
CD3G              11  118215032  118224497     19       5  293723      -1.4616    0.00052505      -1.4621
UBE4A             11  118230296  118269926     62      12  293723      -1.2562    0.00052505      -1.2567
ATP5L             11  118272104  118280562     15       5  293723      -1.0477    0.00052505      -1.0482
KMT2A             11  118307205  118397539     90      11  293723     -0.46154    0.00052505     -0.46206
TTC36             11  118398210  118401740      2       1  293723      0.69367    0.00052505      0.69315
TMEM25            11  118401803  118417313     44       3  293723     -0.68498    0.00052505     -0.68551
IFT46             11  118415243  118436791     46       5  293723     -0.82048    0.00052505     -0.82101
ARCN1             11  118443078  118473748     55       4  293723      -1.0805    0.00052505      -1.0811
PHLDB1            11  118477213  118528748     84      13  293723     -0.71454    0.00052505     -0.71507
TREH              11  118528942  118550381     47       6  293723      -1.0438    0.00052505      -1.0444
DDX6              11  118618472  118661972     86      11  293723     -0.70406    0.00052505     -0.70458
CXCR5             11  118754475  118766980     31      12  293723       1.0261    0.00052505       1.0255
BCL9L             11  118766849  118796327     43      13  293723       1.2558    0.00052505       1.2552
UPK2              11  118827008  118829269      3       2  293723      0.64362    0.00052505       0.6431
FOXR1             11  118842417  118851997     15       4  293723      -1.5734    0.00052505      -1.5739
CCDC84            11  118868843  118886455     39       4  293723     -0.32076    0.00052505     -0.32129
RPS25             11  118886422  118889057      7       1  293723    -0.097286    0.00052505    -0.097811
TRAPPC4           11  118889241  118894384     21       3  293723     -0.13261    0.00052505     -0.13313
SLC37A4           11  118895061  118901616     19       7  293723      0.14959    0.00052505      0.14907
HYOU1             11  118914896  118927951     22       7  293723      0.10868    0.00052505      0.10815
VPS11             11  118938493  118952688     37       5  293723       1.4032    0.00052505       1.4027
HMBS              11  118955587  118964259     17       3  293723      0.66366    0.00052505      0.66314
H2AFX             11  118964580  118966177      3       1  293723       1.7792    0.00052505       1.7787
DPAGT1            11  118967213  118973124     12       4  293723       1.1622    0.00052505       1.1617
C2CD2L            11  118977771  118988304     27       5  293723       1.7918    0.00052505       1.7913
HINFP             11  118992233  119005765     32       4  293723       1.4508    0.00052505       1.4502
ABCG4             11  119019750  119033375     24       5  293723       2.0393    0.00052505       2.0388
NLRX1             11  119039036  119054725     13       4  293723       1.8214    0.00052505       1.8208
PDZD3             11  119056127  119060932      3       2  293723       2.2666    0.00052505       2.2661
CCDC153           11  119060963  119072160     14       5  293723       1.5547    0.00052505       1.5542
CBL               11  119076986  119178859    137      14  293723      0.80696    0.00052505      0.80643
MCAM              11  119179234  119189087     13       7  293723      -0.7923    0.00052505     -0.79283
RNF26             11  119205210  119208024      7       3  293723      0.11444    0.00052505      0.11392
MFRP              11  119209644  119217383     20      10  293723      -1.0526    0.00052505      -1.0532
C1QTNF5           11  119209644  119217383     20      10  293723      -1.0526    0.00052505      -1.0532
USP2              11  119225925  119252436     57      13  293723      0.22675    0.00052505      0.22622
THY1              11  119288655  119294246     11       2  293723      -0.5239    0.00052505     -0.52442
PVRL1             11  119508808  119599435    181      26  293723     -0.22981    0.00052505     -0.23034
TRIM29            11  119981994  120056237    167      26  293723     -0.17439    0.00052505     -0.17492
OAF               11  120081747  120100650     78      14  293723       0.5475    0.00052505      0.54697
POU2F3            11  120107349  120190653    195      29  293723     -0.17817    0.00052505      -0.1787
TMEM136           11  120195838  120204397     12       3  293723       1.3389    0.00052505       1.3383
ARHGEF12          11  120207264  120360645    267      15  293723      0.88964    0.00052505      0.88911
GRIK4             11  120382465  120859514   1412     138  293723      0.77758    0.00052505      0.77705
TBCEL             11  120894802  120962787    109      12  293723       -0.369    0.00052505     -0.36953
TECTA             11  120973375  121062202    271      18  293723     -0.27083    0.00052505     -0.27135
SC5D              11  121163388  121184119     23       5  293723      0.97601    0.00052505      0.97549
SORL1             11  121322912  121504471    379      54  293723      0.80363    0.00052505      0.80311
UBASH3B           11  122526398  122685187    504      68  293723       2.4497    0.00052505       2.4491
CRTAM             11  122709255  122743347     90      20  293723        1.272    0.00052505       1.2715
C11orf63          11  122753236  122830430    192      29  293723       2.0136    0.00052505       2.0131
BSX               11  122848357  122852379      5       2  293723     -0.66173    0.00052505     -0.66225
HSPA8             11  122928200  122933074     23       7  293723       0.4148    0.00052505      0.41427
CLMP              11  122943020  123066007    485      45  293723     -0.84202    0.00052505     -0.84254
GRAMD1B           11  123325191  123498478    590      89  293723     -0.29917    0.00052505      -0.2997
SCN3B             11  123499895  123525315     99      19  293723     -0.45821    0.00052505     -0.45873
ZNF202            11  123594997  123612383     53       5  293723       1.4675    0.00052505        1.467
OR6X1             11  123624288  123625226      1       1  293723      0.98668    0.00052505      0.98616
OR6M1             11  123676116  123677057      5       3  293723      0.35293    0.00052505      0.35241
TMEM225           11  123753633  123756340     10       3  293723       1.2938    0.00052505       1.2932
OR8D4             11  123777139  123778083     10       3  293723      -0.9931    0.00052505     -0.99363
OR4D5             11  123810324  123811280      1       1  293723      0.41257    0.00052505      0.41205
OR6T1             11  123813574  123814545      5       2  293723       -1.129    0.00052505      -1.1295
OR10S1            11  123847403  123848398      4       2  293723      0.40535    0.00052505      0.40483
OR10G4            11  123886282  123887217      7       2  293723       -1.048    0.00052505      -1.0485
OR10G9            11  123893720  123894655      6       3  293723     -0.56075    0.00052505     -0.56127
OR10G8            11  123900330  123901265      2       1  293723       1.6279    0.00052505       1.6274
OR10G7            11  123908773  123909708     11       3  293723     -0.31527    0.00052505     -0.31579
VWA5A             11  123986111  124017619     77      16  293723     -0.81303    0.00052505     -0.81355
OR8G2             11  124095398  124096312      8       2  293723       2.6867    0.00052505       2.6862
OR8G1             11  124120423  124121287      2       1  293723      0.47088    0.00052505      0.47035
OR8G5             11  124134723  124135763      9       3  293723       1.7462    0.00052505       1.7457
OR8D1             11  124179736  124180662      5       2  293723     0.080908    0.00052505     0.080383
OR8D2             11  124189158  124190093      2       1  293723       0.7469    0.00052505      0.74638
OR8B2             11  124252298  124276648     70       5  293723      0.42614    0.00052505      0.42561
OR8B3             11  124266306  124267247      3       1  293723       2.7776    0.00052505        2.777
OR8B4             11  124293838  124294767      5       2  293723       2.6717    0.00052505       2.6712
OR8B8             11  124310046  124310981      1       1  293723      -1.0879    0.00052505      -1.0884
OR8B12            11  124412618  124413550      1       1  293723      0.82717    0.00052505      0.82664
OR8A1             11  124439965  124440945      2       1  293723     -0.62102    0.00052505     -0.62155
PANX3             11  124481453  124490252     13       5  293723       1.0641    0.00052505       1.0636
TBRG1             11  124492742  124505822     23      10  293723      0.39242    0.00052505      0.39189
SIAE              11  124505685  124546199     75       6  293723     -0.64679    0.00052505     -0.64732
SPA17             11  124543740  124564690     27       6  293723     -0.50965    0.00052505     -0.51018
NRGN              11  124609829  124617102     12       3  293723    -0.097526    0.00052505    -0.098051
VSIG2             11  124617370  124622109      9       3  293723      0.64994    0.00052505      0.64942
ESAM              11  124623019  124632223     14       5  293723      0.67475    0.00052505      0.67423
MSANTD2           11  124636388  124670868     58      11  293723      -1.0496    0.00052505      -1.0501
ROBO3             11  124735305  124751370     43      15  293723     -0.20616    0.00052505     -0.20669
ROBO4             11  124754114  124767857     59      12  293723    -0.016838    0.00052505    -0.017363
HEPACAM           11  124789089  124806308     40      14  293723      -1.0949    0.00052505      -1.0954
HEPN1             11  124789146  124790573      2       1  293723      -1.3354    0.00052505       -1.336
CCDC15            11  124824017  124911385    264      17  293723      0.53789    0.00052505      0.53737
SLC37A2           11  124932963  124960412    136      28  293723      0.80129    0.00052505      0.80076
TMEM218           11  124964266  124981659     64      14  293723     -0.29424    0.00052505     -0.29477
PKNOX2            11  125034559  125303285    782      82  293723      -1.6279    0.00052505      -1.6285
FEZ1              11  125315641  125366206    117      19  293723      0.52714    0.00052505      0.52661
LOC403312         11  125365104  125366769      3       2  293723      0.75851    0.00052505      0.75799
EI24              11  125439298  125454575     33       6  293723      -1.1677    0.00052505      -1.1682
STT3A             11  125462690  125492654    125       9  293723        1.046    0.00052505       1.0454
CHEK1             11  125495031  125546150    115      14  293723       1.0933    0.00052505       1.0928
ACRV1             11  125542229  125550809     18       6  293723       1.9022    0.00052505       1.9017
PATE1             11  125616180  125619743     23       7  293723      0.79775    0.00052505      0.79723
PATE2             11  125646025  125648714     11       3  293723       1.2469    0.00052505       1.2463
PATE3             11  125658006  125661495      9       4  293723      0.32617    0.00052505      0.32564
PATE4             11  125703211  125709967     32       7  293723    -0.024011    0.00052505    -0.024536
HYLS1             11  125753509  125770541     42       6  293723     -0.10833    0.00052505     -0.10885
PUS3              11  125763380  125773145     32       7  293723      0.89754    0.00052505      0.89701
DDX25             11  125774261  125793005     56      10  293723      0.67471    0.00052505      0.67419
LOC338667         11  125817319  125826735     47      10  293723       1.3826    0.00052505       1.3821
CDON              11  125826713  125933187    366      39  293723     -0.64351    0.00052505     -0.64403
RPUSD4            11  126071989  126081587     24       7  293723       1.2255    0.00052505       1.2249
FAM118B           11  126081619  126132879    107      18  293723       1.2948    0.00052505       1.2942
SRPR              11  126132814  126138877     16       5  293723       1.5222    0.00052505       1.5217
FOXRED1           11  126138935  126148027     17       7  293723       1.5405    0.00052505         1.54
TIRAP             11  126152800  126164828     36      10  293723       1.1297    0.00052505       1.1292
DCPS              11  126173647  126215644    130      18  293723       1.2385    0.00052505        1.238
ST3GAL4           11  126225540  126284536    148      23  293723        1.071    0.00052505       1.0705
KIRREL3           11  126293388  126870766   1952     160  293723      -1.0793    0.00052505      -1.0798
ETS1              11  128328656  128457453    276      40  293723      -1.1333    0.00052505      -1.1338
FLI1              11  128556430  128683162    407      63  293723      0.28614    0.00052505      0.28561
KCNJ1             11  128707909  128737268     78      14  293723     -0.21416    0.00052505     -0.21468
KCNJ5             11  128761313  128791060    107      18  293723       1.2733    0.00052505       1.2728
C11orf45          11  128769460  128776126     21       6  293723       1.1918    0.00052505       1.1913
TP53AIP1          11  128804627  128813294     28      11  293723      0.26362    0.00052505      0.26309
ARHGAP32          11  128834955  129062093    451      26  293723      0.38328    0.00052505      0.38275
BARX2             11  129245879  129322174    260      43  293723     -0.87189    0.00052505     -0.87241
TMEM45B           11  129685732  129729898    144      20  293723       2.2805    0.00052505         2.28
NFRKB             11  129733670  129765490     64      10  293723      0.29789    0.00052505      0.29736
PRDM10            11  129769601  129872730    293      34  293723       1.2335    0.00052505        1.233
APLP2             11  129939716  130014706    246      17  293723     -0.72932    0.00052505     -0.72984
ST14              11  130029682  130080257    153      27  293723      0.10407    0.00052505      0.10354
ZBTB44            11  130096572  130184663    128      19  293723      -0.2858    0.00052505     -0.28632
ADAMTS8           11  130274660  130298539     71      18  293723      0.68148    0.00052505      0.68095
ADAMTS15          11  130318869  130346539     73      17  293723      0.32767    0.00052505      0.32714
C11orf44          11  130542851  130587247     99      24  293723     -0.54051    0.00052505     -0.54103
SNX19             11  130745766  130786382    225      14  293723       2.0395    0.00052505        2.039
NTM               11  131240371  132206716   3074     243  293723       1.1538    0.00052505       1.1533
OPCML             11  132284875  133402403   3783     292  293723        1.695    0.00052505       1.6945
SPATA19           11  133710517  133715433     21       3  293723     -0.90318    0.00052505     -0.90371
IGSF9B            11  133778520  133826649    140      25  293723       2.2507    0.00052505       2.2502
JAM3              11  133938820  134021652    266      15  293723       1.1881    0.00052505       1.1876
NCAPD3            11  134022337  134094426    146      21  293723       1.3462    0.00052505       1.3457
VPS26B            11  134094561  134117686     36      10  293723      -1.0383    0.00052505      -1.0388
THYN1             11  134118172  134123289      6       3  293723     -0.55616    0.00052505     -0.55669
ACAD8             11  134123428  134135749     34       8  293723      -1.3976    0.00052505      -1.3981
GLB1L3            11  134145293  134189458    130      22  293723      0.35926    0.00052505      0.35874
GLB1L2            11  134201768  134246222    133      40  293723     -0.77936    0.00052505     -0.77989
B3GAT1            11  134248398  134281880    141      16  293723      -1.4617    0.00052505      -1.4623
IQSEC3            12     176049     287626    394      56  293723       0.6518    0.00052505      0.65128
SLC6A12           12     299243     323740     93      17  293723     -0.91645    0.00052505     -0.91698
SLC6A13           12     329787     372039    141      23  293723    -0.016695    0.00052505     -0.01722
KDM5A             12     389223     498620    304      15  293723      -0.4409    0.00052505     -0.44143
CCDC77            12     498516     551811    142      25  293723     -0.34036    0.00052505     -0.34088
B4GALNT3          12     569543     671503    465      81  293723     -0.32207    0.00052505     -0.32259
NINJ2             12     673462     772755    472      40  293723      -2.2093    0.00052505      -2.2099
WNK1              12     861759    1020618    337      24  293723       1.8691    0.00052505       1.8685
RAD52             12    1021255    1099774    231      39  293723     -0.40057    0.00052505     -0.40109
ERC1              12    1100404    1605099   1700      47  293723     -0.81759    0.00052505     -0.81811
FBXL14            12    1675159    1703331     82      22  293723      -0.5956    0.00052505     -0.59613
WNT5B             12    1683823    1756379    244      54  293723      -0.8986    0.00052505     -0.89913
ADIPOR2           12    1800147    1897845    272      19  293723       1.2383    0.00052505       1.2378
CACNA2D4          12    1901123    2027870    456      51  293723       1.0437    0.00052505       1.0431
LRTM2             12    1929433    1945919     64      22  293723       -1.278    0.00052505      -1.2785
DCP1B             12    2055214    2113677    208      11  293723      0.12169    0.00052505      0.12116
CACNA1C           12    2079952    2807115   2064     180  293723       1.9229    0.00052505       1.9223
FKBP4             12    2904108    2914589     12       4  293723     -0.60003    0.00052505     -0.60056
ITFG2             12    2921716    2934237     21       3  293723      -1.1354    0.00052505       -1.136
NRIP2             12    2934514    2944372     24       4  293723     -0.86505    0.00052505     -0.86558
LOC101929469      12    2957293    2965317     13       3  293723      -1.2455    0.00052505      -1.2461
FOXM1             12    2966846    2986321     35       9  293723     -0.63003    0.00052505     -0.63055
RHNO1             12    2985424    2998691     33       3  293723      -1.5341    0.00052505      -1.5346
TULP3             12    3000033    3050306    185       5  293723      -1.0291    0.00052505      -1.0297
TEAD4             12    3068478    3149842    319      35  293723    -0.029692    0.00052505    -0.030217
TSPAN9            12    3186521    3395730    978      96  293723      -2.0866    0.00052505      -2.0871
PRMT8             12    3490515    3703139    550      84  293723     -0.67803    0.00052505     -0.67855
CRACR2A           12    3722122    3862366    572      55  293723      -2.3069    0.00052505      -2.3074
PARP11            12    3907410    3982608    201      21  293723     -0.75413    0.00052505     -0.75466
CCND2             12    4382901    4414522     67      19  293723       1.5334    0.00052505       1.5329
TIGAR             12    4430359    4469194    119      17  293723      -0.7746    0.00052505     -0.77512
FGF23             12    4477393    4488894     34       7  293723     -0.15008    0.00052505     -0.15061
FGF6              12    4543308    4554780     27       6  293723     -0.37202    0.00052505     -0.37255
C12orf4           12    4596899    4647674     44       4  293723     -0.81282    0.00052505     -0.81335
RAD51AP1          12    4647940    4669213     31       7  293723      -1.3523    0.00052505      -1.3528
DYRK4             12    4671375    4723041    175      28  293723      -1.9114    0.00052505      -1.9119
AKAP3             12    4723837    4758213    144      16  293723      -1.8853    0.00052505      -1.8858
NDUFA9            12    4758264    4796720    124      19  293723      0.58936    0.00052505      0.58883
GALNT8            12    4829752    4881892    112      12  293723     -0.26216    0.00052505     -0.26269
KCNA6             12    4918342    4961093    224      29  293723      -0.1261    0.00052505     -0.12662
KCNA1             12    5019073    5027422     20       7  293723      0.49951    0.00052505      0.49898
KCNA5             12    5153085    5155954      6       4  293723     -0.62652    0.00052505     -0.62704
NTF3              12    5541280    5604465    177      30  293723       1.0022    0.00052505       1.0016
ANO2              12    5671817    6055398   1315      97  293723      -3.3982    0.00052505      -3.3987
VWF               12    6058040    6233836    687      70  293723      -2.1633    0.00052505      -2.1638
CD9               12    6309482    6347437     63       9  293723      0.64013    0.00052505      0.63961
PLEKHG6           12    6419602    6437672     42       6  293723     -0.80764    0.00052505     -0.80817
TNFRSF1A          12    6437923    6451283     31       9  293723     -0.92383    0.00052505     -0.92436
SCNN1A            12    6456009    6486896     94      24  293723      -2.2495    0.00052505        -2.25
LTBR              12    6484534    6500737     48      14  293723      -1.7701    0.00052505      -1.7706
CD27              12    6554051    6560884     21      10  293723      -1.2128    0.00052505      -1.2133
TAPBPL            12    6561177    6571488     33       5  293723     -0.96835    0.00052505     -0.96887
VAMP1             12    6571403    6579843     32       7  293723       -1.196    0.00052505      -1.1965
MRPL51            12    6601316    6602471     10       2  293723    -0.040436    0.00052505    -0.040961
NCAPD2            12    6602547    6641132    139      16  293723     -0.69877    0.00052505      -0.6993
GAPDH             12    6643585    6647537     13       3  293723      -1.2445    0.00052505      -1.2451
IFFO1             12    6648694    6665249     45       6  293723     -0.63857    0.00052505     -0.63909
NOP2              12    6666036    6677498     16       6  293723     -0.66857    0.00052505      -0.6691
CHD4              12    6679248    6716551     75       8  293723     -0.79075    0.00052505     -0.79127
LPAR5             12    6728001    6745297     31      12  293723      -1.9388    0.00052505      -1.9394
ACRBP             12    6747241    6756594     12       5  293723      -1.2232    0.00052505      -1.2238
ING4              12    6759704    6772311     23       7  293723     -0.43511    0.00052505     -0.43563
ZNF384            12    6775643    6798738     12       4  293723    -0.016957    0.00052505    -0.017482
PIANP             12    6802957    6810009      9       5  293723     -0.95355    0.00052505     -0.95408
COPS7A            12    6833150    6841041     30       6  293723      0.43378    0.00052505      0.43326
MLF2              12    6857158    6862721     22       5  293723     -0.46595    0.00052505     -0.46647
PTMS              12    6875255    6880118      7       2  293723     -0.58846    0.00052505     -0.58898
LAG3              12    6881670    6887621      8       4  293723      -1.8451    0.00052505      -1.8456
CD4               12    6898638    6929976    109      18  293723     -0.20961    0.00052505     -0.21014
GPR162            12    6930963    6936583     16       7  293723     -0.66782    0.00052505     -0.66834
P3H3              12    6937572    6949018     34       8  293723     0.065602    0.00052505     0.065077
GNB3              12    6949375    6956564      9       4  293723      -1.3006    0.00052505      -1.3012
CDCA3             12    6957972    6961128      2       1  293723     -0.40356    0.00052505     -0.40408
USP5              12    6961285    6975796     10       4  293723     -0.44462    0.00052505     -0.44515
TPI1              12    6976288    6980110      6       1  293723      -1.1877    0.00052505      -1.1882
SPSB2             12    6980099    6982521      6       2  293723      -1.2667    0.00052505      -1.2672
LRRC23            12    7013897    7023406     25       2  293723     -0.17502    0.00052505     -0.17555
ENO2              12    7023614    7032860     11       4  293723     -0.85963    0.00052505     -0.86015
