# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
GAS2L3            12  100967446  101020657    149      20  375819      0.17826    0.00090455      0.17735
ANO4              12  101133841  101522419   1382     105  375987      0.56123    0.00090455      0.56033
SLC5A8            12  101549994  101604016    181      26  375770       1.2447    0.00090455       1.2438
UTP20             12  101673905  101780397    344      31  373848       -1.005    0.00090455      -1.0059
ARL1              12  101786894  101802192     56      19  375628     -0.60096    0.00090455     -0.60187
SPIC              12  101869133  101880954     35      10  376136      0.66174    0.00090455      0.66084
MYBPC1            12  101988709  102079658    447      45  375746      -1.0177    0.00090455      -1.0186
CHPT1             12  102091417  102122852    104      25  374459      -1.0328    0.00090455      -1.0337
SYCP3             12  102122426  102133474     27       9  376516      0.47362    0.00090455      0.47272
GNPTAB            12  102139275  102224645    258      29  375817      0.90925    0.00090455      0.90834
DRAM1             12  102271105  102317401    289      25  374791    -0.049205    0.00090455     -0.05011
CCDC53            12  102406717  102455902    115      20  374351      0.50049    0.00090455      0.49959
NUP37             12  102467967  102514025    141      32  373777      0.67542    0.00090455      0.67452
PARPBP            12  102513956  102591298    220      30  373986    -0.086687    0.00090455    -0.087591
PMCH              12  102590237  102591614      1       1  372895       1.1692    0.00090455       1.1683
IGF1              12  102789645  102875563    184      33  375682     0.059132    0.00090455     0.058227
PAH               12  103232104  103311381    304      26  373081      -1.3337    0.00090455      -1.3346
ASCL1             12  103351452  103354294      5       3  367569     -0.87659    0.00090455     -0.87749
C12orf42          12  103631369  103889788    772      48  376678       1.1129    0.00090455        1.112
STAB2             12  103981069  104160502    677      93  374613      -1.0595    0.00090455      -1.0604
NT5DC3            12  104166081  104234975    370      27  375015     -0.45123    0.00090455     -0.45213
HSP90B1           12  104324112  104341708     82      25  376903      -1.1187    0.00090455      -1.1196
C12orf73          12  104343980  104350993     43      13  379830      -1.4783    0.00090455      -1.4792
TDG               12  104359593  104382656    105      22  378379      -1.2393    0.00090455      -1.2402
GLT8D2            12  104382762  104457961    296      44  374435      -2.0441    0.00090455       -2.045
HCFC2             12  104458236  104500302    126      26  375536       -1.352    0.00090455      -1.3529
NFYB              12  104510858  104532040     70      19  375236     -0.23156    0.00090455     -0.23246
TXNRD1            12  104609537  104744085    560      47  373541      -1.4735    0.00090455      -1.4744
EID3              12  104697510  104698983      5       3  372434      -2.0469    0.00090455      -2.0478
CHST11            12  104850692  105155792   1244     148  375111     -0.98249    0.00090455      -0.9834
SLC41A2           12  105196331  105352476    465      30  374957      0.12624    0.00090455      0.12533
C12orf45          12  105380098  105388505     24       6  375729     -0.12141    0.00090455     -0.12232
ALDH1L2           12  105413562  105478341    302      33  374126       0.3486    0.00090455       0.3477
KIAA1033          12  105501492  105562912    170      23  376870      0.91991    0.00090455      0.91901
APPL2             12  105567075  105630008    248      30  377579      0.54292    0.00090455      0.54202
C12orf75          12  105724414  105765296    141      23  374749     -0.58443    0.00090455     -0.58533
NUAK1             12  106457125  106533811    224      43  376311      0.75997    0.00090455      0.75906
CKAP4             12  106631659  106641713     26      11  373699      0.37478    0.00090455      0.37388
TCP11L2           12  106696570  106741365    147      28  375247     -0.69677    0.00090455     -0.69768
POLR3B            12  106751436  106903976    393      27  377056      -1.2794    0.00090455      -1.2803
RFX4              12  106976685  107156582    525      37  375455      0.42639    0.00090455      0.42548
RIC8B             12  107168077  107283094    275      34  375659     0.074248    0.00090455     0.073344
TMEM263           12  107347298  107367813     52      15  374708      -1.5854    0.00090455      -1.5863
MTERF2            12  107371069  107380944     29      11  374326      -1.0745    0.00090455      -1.0754
CRY1              12  107385142  107487635    271      21  375944      -1.3423    0.00090455      -1.3432
BTBD11            12  107712197  108053419   1131      95  375987      0.28897    0.00090455      0.28807
PWP1              12  108079590  108106257     91      17  373831      0.53131    0.00090455      0.53041
PRDM4             12  108126643  108155049     98      14  375275      0.41338    0.00090455      0.41247
ASCL4             12  108168162  108170421      6       4  373327      0.69549    0.00090455      0.69458
WSCD2             12  108523511  108644314    386      40  374112       1.0922    0.00090455       1.0912
CMKLR1            12  108681821  108733094    179      36  373548    -0.067135    0.00090455     -0.06804
FICD              12  108909051  108913380     12       6  373761      -1.5144    0.00090455      -1.5153
SART3             12  108915991  108955165    148      15  376929      0.50489    0.00090455      0.50399
ISCU              12  108955239  108963160     27       7  376457      0.22677    0.00090455      0.22586
TMEM119           12  108983622  108991894     44      17  373762       0.6768    0.00090455      0.67589
SELPLG            12  109015671  109027735     20       9  372034      0.51335    0.00090455      0.51245
CORO1C            12  109038885  109125326    234      34  375214      -1.1005    0.00090455      -1.1014
SSH1              12  109176466  109251359    217      39  373491      -1.5577    0.00090455      -1.5586
DAO               12  109273806  109294710     74      12  374149       2.1627    0.00090455       2.1618
SVOP              12  109304658  109372453    185      37  372573       1.7043    0.00090455       1.7034
USP30             12  109490380  109525831     70      18  374440     -0.23717    0.00090455     -0.23808
ALKBH2            12  109525993  109531436     21      11  369846      0.48145    0.00090455      0.48055
UNG               12  109535399  109548798     38      20  375114      0.91782    0.00090455      0.91692
ACACB             12  109554222  109706031    519      50  375424     0.049766    0.00090455     0.048862
FOXN4             12  109715783  109747025     76      16  373279        2.157    0.00090455       2.1561
MYO1H             12  109826439  109886176    341      27  375024       6.8349    0.00090455        6.834
KCTD10            12  109886460  109915165    155      17  378295       5.6943    0.00090455       5.6934
UBE3B             12  109915215  109974510    185      28  376450       6.0016    0.00090455       6.0007
MMAB              12  109991520  110011358    107      18  376583       5.9078    0.00090455       5.9069
MVK               12  110011500  110035071     77      18  377040        6.083    0.00090455       6.0821
FAM222A           12  110152187  110208312    158      29  372388      0.26294    0.00090455      0.26204
TRPV4             12  110220892  110271212    175      34  372001    0.0019509    0.00090455    0.0010464
GLTP              12  110288748  110318293     81      16  373896      -1.6027    0.00090455      -1.6036
TCHP              12  110338079  110355874     75      14  374381     -0.51637    0.00090455     -0.51727
GIT2              12  110367607  110434194    173      27  374074     -0.58357    0.00090455     -0.58448
ANKRD13A          12  110436974  110477237    104      24  373928     -0.81573    0.00090455     -0.81663
C12orf76          12  110465401  110505500    114      25  374278     -0.84188    0.00090455     -0.84278
IFT81             12  110562140  110656600    226      27  373995     -0.34408    0.00090455     -0.34498
ATP2A2            12  110719032  110788898    209      25  373434     -0.28343    0.00090455     -0.28433
ANAPC7            12  110810705  110841535     97      15  372373      0.11571    0.00090455       0.1148
ARPC3             12  110872695  110888222     59      15  372247      0.35723    0.00090455      0.35632
GPN3              12  110890291  110906667     46      12  373696     -0.47221    0.00090455     -0.47312
FAM216A           12  110906232  110928192     68      15  373618     -0.27054    0.00090455     -0.27145
VPS29             12  110929330  110939916     22       6  374105     0.049147    0.00090455     0.048242
RAD9B             12  110940005  110973952    109      20  372984     0.017107    0.00090455     0.016203
PPTC7             12  110972237  111021064    127      17  373786     -0.20394    0.00090455     -0.20485
TCTN1             12  111051832  111086935     86      18  374068     -0.25128    0.00090455     -0.25218
HVCN1             12  111086491  111130276    115      17  373097     -0.14795    0.00090455     -0.14886
PPP1CC            12  111157613  111180783     69      16  374911     -0.25484    0.00090455     -0.25574
CCDC63            12  111284757  111345339    152      23  374367      -1.4631    0.00090455       -1.464
MYL2              12  111348623  111358404     40       6  376832      -1.4199    0.00090455      -1.4208
CUX2              12  111471828  111788358    696      62  373938    -0.082983    0.00090455    -0.083888
FAM109A           12  111798455  111806925     20       7  372031      0.42244    0.00090455      0.42153
SH2B3             12  111843720  111889427    103      16  374132      0.88337    0.00090455      0.88247
ATXN2             12  111890018  112037480    336      23  373910      0.52514    0.00090455      0.52423
BRAP              12  112079950  112123790     74      23  374637       1.4166    0.00090455       1.4157
ACAD10            12  112123857  112194911    112      21  374393       1.5161    0.00090455       1.5152
ALDH2             12  112204691  112247789     65      14  375877       1.5852    0.00090455       1.5843
MAPKAPK5          12  112280032  112331228    140      11  374956       1.8809    0.00090455         1.88
TMEM116           12  112369086  112451023    178      15  375862       1.8743    0.00090455       1.8734
ERP29             12  112451152  112461024     18       7  375466       1.4602    0.00090455       1.4593
NAA25             12  112464493  112546826    157      26  374146      0.84309    0.00090455      0.84219
TRAFD1            12  112563349  112591408     47      15  373540      0.98024    0.00090455      0.97934
HECTD4            12  112597992  112820113    433      32  374482      0.30992    0.00090455      0.30901
RPL6              12  112842994  112856647     20       9  373956       1.2897    0.00090455       1.2888
PTPN11            12  112856536  112947717    138      32  373888       0.5588    0.00090455      0.55789
RPH3A             12  113229343  113336686    228      34  376859      -1.7595    0.00090455      -1.7604
OAS1              12  113344739  113357712     30      10  375456     -0.47433    0.00090455     -0.47524
OAS3              12  113376249  113411056    131      19  376412      -0.4599    0.00090455     -0.46081
OAS2              12  113416274  113449528    133      25  374934     -0.43925    0.00090455     -0.44016
DTX1              12  113494514  113535833    181      40  371551      0.22514    0.00090455      0.22424
RASAL1            12  113536624  113574044    174      19  375900     -0.25685    0.00090455     -0.25775
CCDC42B           12  113587543  113597081     28       6  373391     -0.96053    0.00090455     -0.96144
DDX54             12  113594978  113623284     95      15  373578      -0.9639    0.00090455      -0.9648
RITA1             12  113623342  113630169     20       6  372578     -0.62445    0.00090455     -0.62536
IQCD              12  113633246  113659086     84      13  372773     -0.98398    0.00090455     -0.98489
TPCN1             12  113659260  113736390    280      20  373611      -1.4335    0.00090455      -1.4344
SLC8B1            12  113736571  113772934    129      17  371983       -1.002    0.00090455      -1.0029
PLBD2             12  113796371  113827458     76      11  372058     -0.62849    0.00090455      -0.6294
SDS               12  113830250  113841692     36      13  370890      -1.0334    0.00090455      -1.0344
SDSL              12  113860042  113876081     50       6  371161      -0.3662    0.00090455      -0.3671
LHX5              12  113900694  113909877     24       6  372594       1.2825    0.00090455       1.2816
RBM19             12  114254543  114404176    814      52  375515    -0.066162    0.00090455    -0.067067
TBX5              12  114791735  114846247    203      44  375356     -0.12576    0.00090455     -0.12667
TBX3              12  115108059  115121969     30      12  371475      -1.8015    0.00090455      -1.8024
MED13L            12  116396381  116714991    719      49  374433      -1.8973    0.00090455      -1.8982
MAP1LC3B2         12  116997186  117014425     63      18  373193       1.1124    0.00090455       1.1115
C12orf49          12  117151289  117175868     78      20  370599      0.30672    0.00090455      0.30582
RNFT2             12  117176096  117291436    454      43  373182      0.49182    0.00090455      0.49092
HRK               12  117298225  117319232     51      12  374040      -1.3603    0.00090455      -1.3612
FBXW8             12  117348756  117468953    403      28  375095    -0.085342    0.00090455    -0.086246
TESC              12  117476728  117537251    268      27  372505     -0.37956    0.00090455     -0.38047
FBXO21            12  117581278  117628305    182      13  376532       2.0491    0.00090455       2.0482
NOS1              12  117645921  117799607    307      42  374267       5.0308    0.00090455       5.0299
KSR2              12  117890817  118406399   1693     194  374374      -1.4551    0.00090455       -1.456
RFC5              12  118454506  118470044     55      16  374691      -1.0235    0.00090455      -1.0244
WSB2              12  118470492  118499979     77      12  372813      -2.1322    0.00090455      -2.1331
VSIG10            12  118501398  118541810    155      37  372360       1.8833    0.00090455       1.8824
PEBP1             12  118573668  118583390     33      11  373929       2.2541    0.00090455       2.2532
TAOK3             12  118587606  118810750    569      33  374615       5.8122    0.00090455       5.8113
SUDS3             12  118814358  118855840    132      15  375585       5.7156    0.00090455       5.7147
SRRM4             12  119419300  119600856    797      74  375506       1.7937    0.00090455       1.7928
HSPB8             12  119616595  119632551     52      11  376289     0.079207    0.00090455     0.078303
CCDC60            12  119772517  119978852    569      70  375353       1.9375    0.00090455       1.9366
TMEM233           12  120031264  120079861    143      12  377220      0.77221    0.00090455      0.77131
PRKAB1            12  120105669  120119429     28       8  378278      0.88288    0.00090455      0.88197
CIT               12  120123595  120315095    552      41  374372       1.0638    0.00090455       1.0629
CCDC64            12  120427648  120532299    250      29  373718       3.4883    0.00090455       3.4874
RAB35             12  120532899  120554643     73      17  372330       4.1096    0.00090455       4.1087
GCN1L1            12  120565014  120632513    129      18  374176     -0.24869    0.00090455      -0.2496
RPLP0             12  120634502  120639014     12       6  372768    0.0096231    0.00090455    0.0087185
PXN               12  120648242  120703574    127      27  374541     -0.24313    0.00090455     -0.24404
SIRT4             12  120730002  120751045     80      20  373084       1.6097    0.00090455       1.6088
PLA2G1B           12  120759914  120765592     15       5  379340       1.4881    0.00090455       1.4872
MSI1              12  120779133  120806983     87      15  374920      0.86625    0.00090455      0.86534
COX6A1            12  120875893  120878545      7       3  374089       1.1835    0.00090455       1.1826
TRIAP1            12  120881764  120884215      6       4  372393      0.64984    0.00090455      0.64893
GATC              12  120884241  120901556     54      14  373481       2.9902    0.00090455       2.9893
SRSF9             12  120899471  120907558     24       9  373312       2.3103    0.00090455       2.3094
DYNLL1            12  120907660  120936298     92      16  374347       2.8386    0.00090455       2.8377
COQ5              12  120941082  120966964     98      18  374148        2.218    0.00090455       2.2171
RNF10             12  120972132  121015397    143      22  375328        2.702    0.00090455       2.7011
POP5              12  121016848  121019201     12       4  378343       2.9458    0.00090455       2.9449
CABP1             12  121078422  121105129    104      21  372408      0.49897    0.00090455      0.49806
MLEC              12  121124949  121139667     59      17  375399     -0.46176    0.00090455     -0.46266
UNC119B           12  121148238  121161443     63      16  373582     -0.58922    0.00090455     -0.59012
ACADS             12  121163544  121177811     51      11  374549      -1.2354    0.00090455      -1.2363
SPPL3             12  121200313  121342155    521      30  376945      0.30678    0.00090455      0.30588
HNF1A             12  121415861  121440315    101      19  375679      -1.0091    0.00090455        -1.01
C12orf43          12  121440835  121454300     55      13  374276     -0.15844    0.00090455     -0.15934
OASL              12  121458095  121477045     61      20  375492     -0.96062    0.00090455     -0.96152
P2RX7             12  121570622  121624439    285      29  377350       1.8293    0.00090455       1.8284
P2RX4             12  121647664  121671909    101      16  375898       2.4078    0.00090455       2.4069
CAMKK2            12  121675495  121736111    215      41  373792      0.93082    0.00090455      0.92992
ANAPC5            12  121746048  121792012    117      17  371992      -1.7414    0.00090455      -1.7423
RNF34             12  121837886  121862155     61       5  375632       0.8633    0.00090455      0.86239
KDM2B             12  121866899  122019110    308      33  373258        1.141    0.00090455       1.1401
ORAI1             12  122064455  122079946     37       9  372599      0.61106    0.00090455      0.61016
MORN3             12  122089024  122110531     78      13  373735      0.36983    0.00090455      0.36893
TMEM120B          12  122150658  122219974    197      25  374872       1.4072    0.00090455       1.4063
RHOF              12  122215660  122231594     58      11  375041      0.52367    0.00090455      0.52277
SETD1B            12  122241879  122270562     58      12  375132     -0.83499    0.00090455     -0.83589
HPD               12  122277433  122326517    135      21  372867     -0.32208    0.00090455     -0.32299
PSMD9             12  122326637  122355771     76      14  375148     -0.28334    0.00090455     -0.28424
WDR66             12  122356463  122441839    228      25  375733     -0.59071    0.00090455     -0.59161
BCL7A             12  122459861  122499950    115      27  372891      -0.5982    0.00090455      -0.5991
LRRC43            12  122652266  122688018    104      24  373214     -0.24129    0.00090455     -0.24219
IL31              12  122656577  122658746      7       2  375137     -0.85596    0.00090455     -0.85686
B3GNT4            12  122688228  122692677     14       5  371597       1.0696    0.00090455       1.0687
DIABLO            12  122692209  122712081     49      12  374126      0.72765    0.00090455      0.72675
VPS33A            12  122714111  122751068    100      17  372589      0.79459    0.00090455      0.79369
CLIP1             12  122755981  122907179    451      40  373470      0.95086    0.00090455      0.94995
ZCCHC8            12  122956146  122985543     77      17  373747      0.62683    0.00090455      0.62592
RSRC2             12  122989190  123011560     56      10  374557       1.0751    0.00090455       1.0742
KNTC1             12  123011796  123110947    285      28  373813      0.68329    0.00090455      0.68239
HCAR2             12  123185840  123194392     30       9  370987      0.13238    0.00090455      0.13148
HCAR3             12  123199303  123201439     10       3  372630     -0.14578    0.00090455     -0.14669
HCAR1             12  123212153  123215129      6       3  371471     -0.96219    0.00090455      -0.9631
DENR              12  123237371  123255953     54      10  373090     0.038065    0.00090455     0.037161
CCDC62            12  123259056  123311927    212      26  373899    -0.098675    0.00090455     -0.09958
HIP1R             12  123319045  123347508    110      15  374772      0.25492    0.00090455      0.25401
VPS37B            12  123349875  123380712     60      18  374887     -0.18317    0.00090455     -0.18407
ABCB9             12  123405498  123451056     85      16  373022       1.8622    0.00090455       1.8613
OGFOD2            12  123459354  123464588     16       6  372673        1.572    0.00090455       1.5711
ARL6IP4           12  123464607  123467460      7       2  372812      0.80504    0.00090455      0.80414
PITPNM2           12  123468027  123635376    408      27  373811       2.0451    0.00090455       2.0442
MPHOSPH9          12  123640943  123717785    278      17  374656       1.9575    0.00090455       1.9566
C12orf65          12  123717844  123742651     86      11  374759       1.6627    0.00090455       1.6618
CDK2AP1           12  123745517  123756863     36      11  373318        2.998    0.00090455       2.9971
SBNO1             12  123773656  123849756    318      19  374539       1.0875    0.00090455       1.0865
LOC100293704      12  123848046  123850336     14       4  371717       1.2639    0.00090455        1.263
SETD8             12  123868704  123893900     67      15  371948       2.3034    0.00090455       2.3025
RILPL2            12  123899936  123921264     62      18  369689      0.29296    0.00090455      0.29206
SNRNP35           12  123942191  123950941     12       5  371901     0.037167    0.00090455     0.036262
RILPL1            12  123955909  124018265    187      28  371049      -1.2863    0.00090455      -1.2873
TMED2             12  124069076  124082688     46       9  375748    -0.092469    0.00090455    -0.093374
DDX55             12  124086650  124105482     79      12  375895    -0.084753    0.00090455    -0.085657
EIF2B1            12  124105570  124118323     42      10  374954       0.3201    0.00090455       0.3192
GTF2H3            12  124118286  124147151     99      16  371303      0.06628    0.00090455     0.065376
TCTN2             12  124155660  124192950    182      12  376706      0.42868    0.00090455      0.42777
ATP6V0A2          12  124196865  124246302    196      17  374765     -0.14269    0.00090455     -0.14359
DNAH10            12  124246786  124420267    762      54  373699     -0.65187    0.00090455     -0.65277
CCDC92            12  124420955  124457373    118      17  375026      0.16501    0.00090455      0.16411
ZNF664            12  124457699  124499986    111      18  375865      0.28132    0.00090455      0.28041
ZNF664-FAM101A    12  124457762  124800570   1208     108  374811     -0.60031    0.00090455     -0.60122
FAM101A           12  124773710  124800570    121      28  372509     -0.15518    0.00090455     -0.15608
NCOR2             12  124808957  125052079    919     133  372655      -1.8566    0.00090455      -1.8575
SCARB1            12  125262174  125348519    295      60  372053      0.58016    0.00090455      0.57925
UBC               12  125396192  125399587     16       5  371279      0.51633    0.00090455      0.51542
DHX37             12  125431370  125473667    262      31  370864      -3.2383    0.00090455      -3.2392
BRI3BP            12  125478194  125510349    136      16  370259    -0.050993    0.00090455    -0.051897
AACS              12  125549925  125627879    264      39  374070      -3.0999    0.00090455      -3.1008
TMEM132B          12  125811162  126146915   1102     134  375348       2.5731    0.00090455       2.5722
TMEM132C          12  128751948  129192460   1334     190  372761      -1.9363    0.00090455      -1.9372
SLC15A4           12  129277739  129308541    146      15  378442     0.078932    0.00090455     0.078027
GLT1D1            12  129337985  129469513    531      73  371022      0.43638    0.00090455      0.43547
TMEM132D          12  129556271  130388212   3455     332  374879       0.6762    0.00090455      0.67529
FZD10             12  130647004  130650285      8       3  373276      -2.3706    0.00090455      -2.3716
PIWIL1            12  130822433  130856877    134      26  373850      -1.4161    0.00090455       -1.417
RIMBP2            12  130880681  131200828   1450     169  374047     -0.83126    0.00090455     -0.83217
STX2              12  131274145  131323819    202      18  376111     -0.12172    0.00090455     -0.12263
RAN               12  131356617  131362220     17       6  374392     -0.36184    0.00090455     -0.36274
ADGRD1            12  131438452  131626010    951      83  374267      0.35005    0.00090455      0.34915
SFSWAP            12  132195632  132284283    283      35  375962    -0.069909    0.00090455    -0.070813
MMP17             12  132312941  132336316    141      33  371909       1.7073    0.00090455       1.7064
ULK1              12  132379279  132407707    105      24  371446        0.466    0.00090455      0.46509
PUS1              12  132413745  132428406     52      14  373043      0.55956    0.00090455      0.55865
EP400             12  132434465  132565011    417      27  373772     -0.53389    0.00090455     -0.53479
DDX51             12  132621139  132628880     54      14  373198     -0.51236    0.00090455     -0.51326
NOC4L             12  132628993  132636986     21      12  371164     -0.59242    0.00090455     -0.59332
MUC8              12  133049334  133050840      1       1  368518     0.083376    0.00090455     0.082471
FBRSL1            12  133067041  133161774    428      45  371021    -0.093417    0.00090455    -0.094321
LOC100996573      12  133128616  133131872      8       5  373229      -1.9879    0.00090455      -1.9888
LRCOL1            12  133179672  133187229     41       7  374006     -0.16866    0.00090455     -0.16956
P2RX2             12  133195393  133198972     11       4  372645      0.20701    0.00090455      0.20611
POLE              12  133200344  133264050    224      17  376125     -0.68661    0.00090455     -0.68751
PXMP2             12  133264192  133281577     38      10  373117      -1.0062    0.00090455      -1.0071
PGAM5             12  133287393  133299323     57      17  370162     -0.26908    0.00090455     -0.26999
ANKLE2            12  133302254  133338451    148      30  373764     -0.62534    0.00090455     -0.62624
GOLGA3            12  133345495  133405659    227      34  373657     -0.83008    0.00090455     -0.83099
CHFR              12  133416937  133481459    288      22  374359      -1.7612    0.00090455      -1.7621
ZNF605            12  133498019  133532908     26       7  365433       0.5223    0.00090455      0.52139
ZNF140            12  133657005  133685566     10       2  380811      0.45725    0.00090455      0.45635
ZNF891            12  133696111  133707059     35       7  375759       1.1411    0.00090455       1.1402
ZNF10             12  133707214  133736051     78      10  377544      0.21318    0.00090455      0.21228
ZNF268            12  133757995  133783698     73       8  376498      0.45655    0.00090455      0.45564
ANHX              12  133794898  133812422     37       7  368710       0.1098    0.00090455       0.1089
TUBA3C            13   19747910   19755992     69       8  375036       0.3251    0.00090455       0.3242
TPTE2             13   19997017   20135714    542      31  373505      -2.1453    0.00090455      -2.1462
MPHOSPH8          13   20207787   20247599    151      26  375632       -0.434    0.00090455     -0.43491
PSPC1             13   20248892   20357159    431      36  374596     -0.21305    0.00090455     -0.21395
ZMYM5             13   20397621   20437776    191      19  374721     -0.94512    0.00090455     -0.94602
ZMYM2             13   20531708   20665968    388      28  374869      0.49995    0.00090455      0.49904
GJA3              13   20712394   20735524     95      21  374246      -1.8219    0.00090455      -1.8228
GJB2              13   20761602   20768605     31      12  373641       0.5859    0.00090455        0.585
GJB6              13   20796101   20806534     23      11  372065     -0.76974    0.00090455     -0.77065
CRYL1             13   20977806   21100012    554      58  374140      -1.2242    0.00090455      -1.2251
IFT88             13   21140585   21265576    403      27  377461     -0.13732    0.00090455     -0.13822
IL17D             13   21276222   21297239     58      12  370717     0.041765    0.00090455      0.04086
N6AMT2            13   21302036   21348095    209      24  374832     -0.28172    0.00090455     -0.28263
XPO4              13   21351468   21476913    421      31  375830     -0.77136    0.00090455     -0.77227
LATS2             13   21547175   21635722    314      31  374313     -0.71086    0.00090455     -0.71176
SAP18             13   21714653   21723224     19       6  375115       3.0882    0.00090455       3.0873
SKA3              13   21727734   21750741     75      12  377334       1.9818    0.00090455       1.9809
MRPL57            13   21750372   21753223      6       3  377441       1.1565    0.00090455       1.1556
LOC101928764      13   21860557   21871219     45       8  379590      -1.1148    0.00090455      -1.1157
ZDHHC20           13   21946710   22033508    244      25  375303     -0.58597    0.00090455     -0.58688
MICU2             13   22066828   22178355    360      29  376321      -1.1165    0.00090455      -1.1174
FGF9              13   22245215   22278640     61       8  376193      -1.2129    0.00090455      -1.2138
SGCG              13   23755060   23899304   1022      70  373862     -0.67686    0.00090455     -0.67777
SACS              13   23902962   24007867    436      55  374659     -0.92652    0.00090455     -0.92742
TNFRSF19          13   24144509   24250244    454      55  375065      -2.4172    0.00090455      -2.4181
MIPEP             13   24304328   24463587    491      32  375368     -0.49399    0.00090455     -0.49489
C1QTNF9B-AS1      13   24463028   24466242      6       3  380962       1.4235    0.00090455       1.4226
C1QTNF9B          13   24465238   24471145     20       3  373366      0.66811    0.00090455      0.66721
SPATA13           13   24553765   24881212   1505     181  375391      -1.1721    0.00090455       -1.173
C1QTNF9           13   24883686   24896669     66      14  370204      -1.6253    0.00090455      -1.6262
PARP4             13   24995069   25086948    617      24  375614     -0.29013    0.00090455     -0.29104
LOC101927375      13   25115702   25133519     93      12  372526     -0.20206    0.00090455     -0.20296
ATP12A            13   25254549   25285923    183      25  373272        1.289    0.00090455       1.2881
RNF17             13   25338301   25454059    432      29  376539      -1.8924    0.00090455      -1.8933
CENPJ             13   25456412   25497027    159      30  377993      -1.6217    0.00090455      -1.6226
PABPC3            13   25670276   25672705      4       2  377070     -0.38799    0.00090455     -0.38889
AMER2             13   25735817   25746426     27       6  372342      0.46378    0.00090455      0.46288
MTMR6             13   25820339   25861704     90      10  379167      -1.5618    0.00090455      -1.5628
NUPL1             13   25875222   25916561     55      19  375552      -1.8519    0.00090455      -1.8528
ATP8A2            13   25946209   26599989   2355     137  374605       -1.213    0.00090455      -1.2139
SHISA2            13   26618735   26625198     25       8  370759        1.023    0.00090455       1.0221
RNF6              13   26786894   26796686     35      10  375315     -0.14863    0.00090455     -0.14954
CDK8              13   26828262   26979375    590      35  375848       1.2366    0.00090455       1.2357
WASF3             13   27131840   27263082    520      32  375920      -1.0777    0.00090455      -1.0786
GPR12             13   27329337   27334922     14       5  373180     -0.52419    0.00090455     -0.52509
USP12             13   27640287   27746033    360      36  375540      -1.3824    0.00090455      -1.3834
RPL21             13   27825692   27830705     23      10  376563     -0.70998    0.00090455     -0.71088
RASL11A           13   27844464   27847828      9       4  372319     -0.56463    0.00090455     -0.56554
GTF3A             13   27998681   28009846     43       9  373737       1.3446    0.00090455       1.3437
MTIF3             13   28009776   28024739     73      14  375717       2.4286    0.00090455       2.4277
LNX2              13   28120048   28194720    294      28  375652       2.0759    0.00090455        2.075
POLR1D            13   28194880   28241559    163      33  375813       1.5447    0.00090455       1.5438
GSX1              13   28366780   28368089      1       1  382202      -1.6002    0.00090455      -1.6011
PDX1              13   28494168   28500451     22       7  372636      -1.2441    0.00090455       -1.245
CDX2              13   28536205   28543505     18       5  374836    -0.088324    0.00090455    -0.089228
URAD              13   28552243   28562774     33       8  371781      -1.1347    0.00090455      -1.1356
FLT3              13   28577411   28682904    414      25  374152      -2.1754    0.00090455      -2.1763
PAN3              13   28710997   28869475    278      19  376209     -0.47977    0.00090455     -0.48068
FLT1              13   28874483   29069265    534      49  375327       1.0519    0.00090455        1.051
POMP              13   29233141   29253094    141       9  373779      0.75778    0.00090455      0.75688
SLC46A3           13   29274217   29293150     42      10  373700      0.53282    0.00090455      0.53191
MTUS2             13   29394485   30080084   2652     146  375114      -3.1461    0.00090455       -3.147
SLC7A1            13   30083551   30169825    331      33  375308      0.63067    0.00090455      0.62977
UBL3              13   30338545   30424820    252      19  377332      -0.4315    0.00090455      -0.4324
KATNAL1           13   30776767   30881624    376      44  374045      0.70777    0.00090455      0.70687
HMGB1             13   31032877   31191942    363      67  372711       1.7486    0.00090455       1.7477
USPL1             13   31191830   31233687     67      13  376632      0.70216    0.00090455      0.70126
ALOX5AP           13   31287615   31338565    223      33  377905      -1.0035    0.00090455      -1.0044
MEDAG             13   31480312   31499709     70      21  371795       1.5715    0.00090455       1.5706
TEX26             13   31506834   31549639    179      31  375637       1.6457    0.00090455       1.6448
HSPH1             13   31710762   31737246     78      13  379760       2.5119    0.00090455        2.511
B3GALTL           13   31774112   31906413    374      33  375015       4.1055    0.00090455       4.1046
RXFP2             13   32313679   32377009    232      28  377868    -0.026858    0.00090455    -0.027763
FRY               13   32605269   32870794    848      77  375686      0.10929    0.00090455      0.10839
ZAR1L             13   32877908   32886091     34       3  375398      0.01629    0.00090455     0.015386
BRCA2             13   32889617   32973809    192      25  378865      -2.2858    0.00090455      -2.2867
N4BP2L1           13   32974860   33002490     62      16  375895      -1.7121    0.00090455       -1.713
N4BP2L2           13   33006625   33116839    272      19  374810      -2.5979    0.00090455      -2.5988
PDS5B             13   33160564   33352158    480      22  375345      -1.2402    0.00090455      -1.2411
LOC101927403      13   33587204   33590580      7       3  370159      -1.1177    0.00090455      -1.1186
KL                13   33590571   33640282    228      24  376211     0.061524    0.00090455     0.060619
