# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
GENE             CHR      START       STOP  NSNPS  NPARAM    N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
CALD1              7  134464164  134655480    500      48  503       2.7961    0.00034104       2.7957
AGBL3              7  134671259  134820530    348      14  503       1.7879    0.00034104       1.7875
TMEM140            7  134832766  134850967     46       3  503       1.7297    0.00034104       1.7293
C7orf49            7  134850532  134855578     18       4  503       1.5388    0.00034104       1.5385
WDR91              7  134868590  134896316     82       5  503     -0.37374    0.00034104     -0.37408
STRA8              7  134916731  134943244     44       6  503     0.074876    0.00034104     0.074535
CNOT4              7  135046547  135194875    251      31  503      0.56052    0.00034104      0.56018
NUP205             7  135242662  135333501    409      21  503     -0.74144    0.00034104     -0.74178
C7orf73            7  135347221  135361160     51       9  503      0.43013    0.00034104      0.42979
SLC13A4            7  135365979  135412943    154      22  503      0.54152    0.00034104      0.54118
FAM180A            7  135413096  135433616     76      15  503     -0.43155    0.00034104     -0.43189
MTPN               7  135611503  135662204    157      25  503      -1.1392    0.00034104      -1.1395
LUZP6              7  135611503  135662204    157      25  503      -1.1392    0.00034104      -1.1395
CHRM2              7  136553399  136703720    438      34  503     -0.44279    0.00034104     -0.44313
PTN                7  136912088  137028606    318      44  503       2.0661    0.00034104       2.0657
DGKI               7  137074385  137531609    989      64  503       2.7542    0.00034104       2.7539
CREB3L2            7  137559725  137686847    320      40  503     -0.71933    0.00034104     -0.71967
LOC100130880       7  137638094  137642712     10       4  503     0.021705    0.00034104     0.021364
AKR1D1             7  137761178  137803050    128      17  503      -1.2304    0.00034104      -1.2308
TRIM24             7  138145079  138270333    198      24  503      0.16481    0.00034104      0.16446
SVOPL              7  138279030  138385969    406      57  503      0.87634    0.00034104      0.87599
ATP6V0A4           7  138391039  138484305    380      55  503     -0.60256    0.00034104      -0.6029
TMEM213            7  138482664  138490769     32       4  503      0.37265    0.00034104      0.37231
KIAA1549           7  138516126  138666064    472      44  503       2.2638    0.00034104       2.2635
ZC3HAV1L           7  138710452  138720775     41       3  503      0.45622    0.00034104      0.45588
ZC3HAV1            7  138728266  138794466    181      24  503       1.1284    0.00034104       1.1281
TTC26              7  138818490  138874550    123       6  503     -0.62141    0.00034104     -0.62175
UBN2               7  138915978  138992982    110      13  503      -1.1419    0.00034104      -1.1423
LUC7L2             7  139025105  139108203    267       6  503       1.0015    0.00034104       1.0012
C7orf55            7  139025196  139031065     18       3  503       1.0716    0.00034104       1.0712
C7orf55-LUC7L2     7  139025878  139108203    264       7  503       1.0226    0.00034104       1.0222
KLRG2              7  139138088  139168457    120      15  503     -0.68375    0.00034104     -0.68409
CLEC2L             7  139208674  139229731     27       5  503      -2.2016    0.00034104       -2.202
TBXAS1             7  139478047  139720125    614      86  503      0.50237    0.00034104      0.50203
PARP12             7  139723544  139764086    146      21  503     -0.45982    0.00034104     -0.46016
KDM7A              7  139784546  139876741    213      18  503      -2.4788    0.00034104      -2.4791
SLC37A3            7  140033552  140104024    260      22  503     -0.58781    0.00034104     -0.58815
RAB19              7  140103843  140126653     93      21  503     -0.21423    0.00034104     -0.21457
MKRN1              7  140152840  140179369     68       5  503     -0.40255    0.00034104     -0.40289
DENND2A            7  140218220  140341285    290      17  503       2.5183    0.00034104        2.518
ADCK2              7  140372730  140395745     37       5  503     -0.95622    0.00034104     -0.95656
NDUFB2             7  140396481  140406446     17       3  503     -0.31222    0.00034104     -0.31256
BRAF               7  140415749  140624564    320      13  503      0.36998    0.00034104      0.36964
MRPS33             7  140705961  140714781     18       5  503       2.4951    0.00034104       2.4948
TMEM178B           7  140774032  141180180    967      91  503       1.6341    0.00034104       1.6337
AGK                7  141251078  141354209    146      11  503      -1.8017    0.00034104       -1.802
KIAA1147           7  141356528  141401953     86      11  503      0.11428    0.00034104      0.11394
WEE2               7  141408153  141431071     33       3  503     -0.54077    0.00034104     -0.54111
SSBP1              7  141438121  141450288     19       4  503     -0.33664    0.00034104     -0.33698
TAS2R3             7  141463897  141464997      2       1  503     -0.48464    0.00034104     -0.48498
TAS2R4             7  141478289  141479188      3       1  503      -0.3863    0.00034104     -0.38664
TAS2R5             7  141487129  141491338     13       2  503     -0.53407    0.00034104     -0.53441
PRSS37             7  141536078  141541332     29       3  503     -0.84179    0.00034104     -0.84213
CLEC5A             7  141627157  141646783     53       7  503      0.17116    0.00034104      0.17082
TAS2R38            7  141672431  141673573      3       1  503      0.19714    0.00034104      0.19679
MGAM               7  141695676  141806547    292      37  503      -1.9771    0.00034104      -1.9774
MGAM2              7  141811549  141843783    100      10  503      0.53867    0.00034104      0.53833
PRSS58             7  141951958  141957878     35       6  503      0.98659    0.00034104      0.98625
TRB                7  141998851  142510972   1254      69  503      -2.0119    0.00034104      -2.0123
MTRNR2L6           7  142374131  142375525      7       2  503       -1.795    0.00034104      -1.7954
PRSS1              7  142457319  142460927      3       1  503      -1.0706    0.00034104      -1.0709
EPHB6              7  142552776  142568847     43       8  503     -0.49834    0.00034104     -0.49868
TRPV6              7  142568956  142583490     54       4  503     -0.26013    0.00034104     -0.26048
TRPV5              7  142605648  142630820     76       9  503      0.46309    0.00034104      0.46275
C7orf34            7  142636603  142637957      3       1  503      0.64554    0.00034104      0.64519
KEL                7  142638201  142659503     50       7  503      0.60474    0.00034104       0.6044
OR9A2              7  142723287  142724219      1       1  503      -2.7886    0.00034104      -2.7889
OR6V1              7  142749438  142750379      4       2  503      0.73011    0.00034104      0.72977
PIP                7  142829174  142836834     20       5  503      0.75896    0.00034104      0.75862
TAS2R40            7  142919172  142920143      1       1  503     -0.86137    0.00034104     -0.86171
GSTK1              7  142960506  142966222      2       1  503       2.3372    0.00034104       2.3369
CASP2              7  142985308  143004789     19       7  503       3.1497    0.00034104       3.1494
CLCN1              7  143013219  143049097    102      19  503       1.0058    0.00034104       1.0055
FAM131B            7  143050493  143079397     60      16  503      -2.3608    0.00034104      -2.3611
LOC100507507       7  143076248  143078295      2       1  503      -1.2911    0.00034104      -1.2915
ZYX                7  143078338  143088204     33      12  503     -0.81819    0.00034104     -0.81853
EPHA1              7  143088205  143105985     43      13  503       -2.023    0.00034104      -2.0233
TAS2R60            7  143140546  143141502      2       1  503       1.6842    0.00034104       1.6839
TAS2R41            7  143174966  143175889      3       1  503       1.2193    0.00034104        1.219
TCAF2              7  143318045  143427173      7       3  503    -0.058159    0.00034104      -0.0585
TCAF1              7  143548461  143599278     37       7  503       1.0952    0.00034104       1.0948
OR2F2              7  143632326  143633279      5       2  503      0.83208    0.00034104      0.83174
OR2F1              7  143657020  143658108      3       1  503      0.18156    0.00034104      0.18122
OR6B1              7  143701090  143702025      2       1  503        1.381    0.00034104       1.3807
OR2A5              7  143747495  143748430      4       1  503      0.25997    0.00034104      0.25963
OR2A25             7  143771313  143772245      4       2  503       1.4395    0.00034104       1.4392
OR2A12             7  143792201  143793133      1       1  503      0.92242    0.00034104      0.92208
OR2A2              7  143806676  143807632      4       2  503      0.45021    0.00034104      0.44987
OR2A14             7  143826206  143827138      2       1  503       1.4298    0.00034104       1.4294
ARHGEF35           7  143883176  143892791      1       1  503     -0.57376    0.00034104      -0.5741
OR2A1              7  144009039  144017558      1       1  503       -1.192    0.00034104      -1.1923
ARHGEF5            7  144052489  144077725     13       3  503      -1.7672    0.00034104      -1.7676
NOBOX              7  144094333  144107320     36       5  503      -1.1353    0.00034104      -1.1356
TPK1               7  144149034  144533488   1054      63  503   -0.0081514    0.00034104   -0.0084925
CNTNAP2            7  145813453  148118090   8452     314  503      -1.0347    0.00034104       -1.035
C7orf33            7  148287657  148312952     80      18  503      -2.2733    0.00034104      -2.2736
CUL1               7  148395631  148498202    216      19  503      -0.4789    0.00034104     -0.47924
EZH2               7  148504464  148581441    147      19  503     -0.25309    0.00034104     -0.25343
PDIA4              7  148700154  148725782     81       8  503     -0.74553    0.00034104     -0.74587
ZNF786             7  148766733  148787869     42       7  503      0.77694    0.00034104       0.7766
ZNF425             7  148799853  148823438     60       7  503      0.68014    0.00034104      0.67979
ZNF398             7  148823508  148880134    169      12  503      0.88873    0.00034104      0.88838
ZNF282             7  148892560  148923339    101      16  503        1.392    0.00034104       1.3917
ZNF212             7  148936741  148952700     50      12  503      0.19251    0.00034104      0.19217
ZNF783             7  148959262  148982085     87      14  503      -0.1189    0.00034104     -0.11924
ZNF777             7  149128454  149158053     58       9  503     0.075364    0.00034104     0.075023
ZNF746             7  149169884  149194928     38       5  503      -1.5638    0.00034104      -1.5642
KRBA1              7  149412061  149431664     53       6  503     -0.72638    0.00034104     -0.72672
ZNF467             7  149461452  149470295     24       5  503     -0.92902    0.00034104     -0.92936
SSPO               7  149473131  149531054    179      25  503      0.49533    0.00034104      0.49499
ZNF862             7  149535464  149564568     49      10  503      0.43009    0.00034104      0.42974
ATP6V0E2           7  149570053  149577787     34       4  503     -0.98376    0.00034104      -0.9841
ACTR3C             7  149944301  150020758    161      10  503     -0.70896    0.00034104      -0.7093
LRRC61             7  150020296  150035245     36       2  503     -0.89513    0.00034104     -0.89547
ZBED6CL            7  150026938  150029810      3       1  503     -0.77795    0.00034104     -0.77829
RARRES2            7  150031033  150038773     17       3  503     -0.63547    0.00034104     -0.63581
REPIN1             7  150065361  150071133     17       3  503      -2.1994    0.00034104      -2.1998
ZNF775             7  150076406  150095719     55       7  503     -0.89833    0.00034104     -0.89867
GIMAP8             7  150147748  150176483     36       6  503      0.36588    0.00034104      0.36554
GIMAP7             7  150211945  150218161     27       7  503      -1.7739    0.00034104      -1.7742
GIMAP4             7  150264458  150271043     17       4  503     -0.46856    0.00034104      -0.4689
GIMAP6             7  150322463  150329736     19       5  503      -0.3221    0.00034104     -0.32244
GIMAP2             7  150382690  150390729     21       7  503     -0.81623    0.00034104     -0.81657
GIMAP1             7  150413645  150421368     22       7  503     -0.71702    0.00034104     -0.71736
GIMAP1-GIMAP5      7  150413645  150440737     79      12  503     -0.38122    0.00034104     -0.38157
GIMAP5             7  150434436  150440737     25       4  503     -0.74384    0.00034104     -0.74418
TMEM176B           7  150488375  150498448     42      11  503     -0.42867    0.00034104     -0.42901
TMEM176A           7  150497854  150502208     30       6  503    -0.052305    0.00034104    -0.052646
AOC1               7  150524336  150558379    169      17  503      0.14651    0.00034104      0.14617
KCNH2              7  150642044  150675402     73      13  503     -0.54589    0.00034104     -0.54623
NOS3               7  150688144  150711687     47      11  503    0.0046635    0.00034104    0.0043225
ATG9B              7  150709297  150721586     23      10  503     -0.79434    0.00034104     -0.79468
ABCB8              7  150725510  150744869     51      10  503      0.13139    0.00034104      0.13104
ASIC3              7  150745379  150749843      8       5  503      0.74972    0.00034104      0.74938
CDK5               7  150750899  150755052      8       3  503      0.62205    0.00034104      0.62171
SLC4A2             7  150755299  150773614     52      13  503       2.7929    0.00034104       2.7925
FASTK              7  150773708  150777970      4       2  503      0.59506    0.00034104      0.59472
TMUB1              7  150778172  150780620      3       2  503      0.29012    0.00034104      0.28978
AGAP3              7  150782918  150841523    151      23  503       2.7329    0.00034104       2.7326
GBX1               7  150845676  150864867     25       7  503      -1.6596    0.00034104      -1.6599
ASB10              7  150872785  150884919     35       7  503      -1.5128    0.00034104      -1.5132
IQCA1L             7  150887960  150892611     17       6  503      -2.0806    0.00034104      -2.0809
ABCF2              7  150904923  150924460     69      11  503     -0.26535    0.00034104     -0.26569
CHPF2              7  150929575  150935913     15       3  503        1.586    0.00034104       1.5857
SMARCD3            7  150936059  150974231    108      20  503       0.7917    0.00034104      0.79136
NUB1               7  151038785  151075547    159      27  503     -0.21475    0.00034104     -0.21509
WDR86              7  151077536  151107775    111      28  503     -0.69782    0.00034104     -0.69816
CRYGN              7  151127056  151137256     26       8  503      -1.4318    0.00034104      -1.4322
RHEB               7  151163098  151217010     93      12  503       0.3522    0.00034104      0.35186
PRKAG2             7  151253200  151574316   1147     139  503      0.38394    0.00034104       0.3836
GALNTL5            7  151653464  151717019    237      29  503      -1.2114    0.00034104      -1.2118
GALNT11            7  151722774  151819427    118       6  503      -1.1327    0.00034104      -1.1331
KMT2C              7  151832010  152133090    252       7  503     -0.54615    0.00034104      -0.5465
XRCC2              7  152343583  152373250     83      14  503      -1.0726    0.00034104      -1.0729
ACTR3B             7  152456834  152552464    200      18  503      -1.9188    0.00034104      -1.9191
LOC101929087       7  152841290  152841673      6       1  503      0.10621    0.00034104      0.10587
PAXIP1             7  154735400  154794682    112       9  503       1.4153    0.00034104        1.415
HTR5A              7  154862034  154879102     59       8  503       2.4172    0.00034104       2.4168
INSIG1             7  155089486  155101945     49      11  503      0.44783    0.00034104      0.44749
EN2                7  155250824  155257526     32       9  503     -0.52334    0.00034104     -0.52368
CNPY1              7  155293953  155326539    100      24  503     -0.82216    0.00034104      -0.8225
RBM33              7  155437188  155574179    346      10  503       1.0218    0.00034104       1.0215
SHH                7  155595558  155604967     14       6  503      -1.3793    0.00034104      -1.3797
LOC389602          7  155755332  155758233      5       2  503      0.81404    0.00034104       0.8137
RNF32              7  156432971  156470377     85      10  503      -1.6759    0.00034104      -1.6762
LMBR1              7  156470537  156685902    721      27  503       -1.119    0.00034104      -1.1194
NOM1               7  156742417  156765876    143      13  503      -2.1443    0.00034104      -2.1446
MNX1               7  156797547  156803347     18       4  503      -1.1911    0.00034104      -1.1915
UBE3C              7  156931655  157062066    400      17  503     -0.83918    0.00034104     -0.83952
DNAJB6             7  157129692  157210133    277      23  503     -0.36451    0.00034104     -0.36485
PTPRN2             7  157331750  158380482   3904     243  503      0.60632    0.00034104      0.60597
NCAPG2             7  158424002  158497520    195      15  503     -0.92438    0.00034104     -0.92472
ESYT2              7  158523688  158622729    415      17  503    -0.053752    0.00034104    -0.054093
WDR60              7  158649269  158738883    283      18  503       0.6492    0.00034104      0.64886
VIPR2              7  158820866  158937649    419      26  503      -1.4555    0.00034104      -1.4559
ZNF596             8     182200     197339     42       9  503      -1.0418    0.00034104      -1.0422
FBXO25             8     356808     419876    312      26  503     -0.62162    0.00034104     -0.62196
TDRP               8     439790     495781    275      26  503      -2.5473    0.00034104      -2.5476
ERICH1             8     606733     681226    427      35  503     -0.68451    0.00034104     -0.68485
DLGAP2             8     877021    1656642   4174     213  503       2.5504    0.00034104         2.55
CLN8               8    1703944    1734736    107      11  503      -1.3146    0.00034104      -1.3149
ARHGEF10           8    1772149    1906807    733     102  503     -0.34511    0.00034104     -0.34545
LOC101928058       8    1920830    1922833     19       5  503     -0.15366    0.00034104       -0.154
KBTBD11            8    1921949    1955109    179      22  503     -0.97097    0.00034104     -0.97131
MYOM2              8    1993082    2093380    815      75  503      0.64314    0.00034104       0.6428
CSMD1              8    2792875    4852328  16923     610  503       3.9871    0.00034104       3.9868
MCPH1              8    6264113    6501140   1299      81  503      -3.6031    0.00034104      -3.6035
ANGPT2             8    6357172    6420784    416      37  503      -2.1256    0.00034104       -2.126
AGPAT5             8    6565878    6619024    178      22  503      -1.3322    0.00034104      -1.3326
XKR5               8    6666038    6693166     80      23  503      -2.0114    0.00034104      -2.0118
DEFB1              8    6728097    6735529     83       7  503     -0.96548    0.00034104     -0.96582
DEFA6              8    6782216    6783598      8       4  503     -0.65142    0.00034104     -0.65176
DEFA4              8    6793345    6795786     16       7  503     -0.64072    0.00034104     -0.64106
DEFA1              8    6835171    6837614      1       1  503      -1.1292    0.00034104      -1.1295
DEFA3              8    6873391    6875816      2       1  503       -2.348    0.00034104      -2.3483
DEFA5              8    6912829    6914259      6       3  503      -1.6583    0.00034104      -1.6586
SGK223             8    8175258    8243941    257      28  503       3.8581    0.00034104       3.8578
CLDN23             8    8559666    8561617     13       2  503      0.92313    0.00034104      0.92279
MFHAS1             8    8640864    8751131    513      31  503       3.3366    0.00034104       3.3362
ERI1               8    8860314    8890849    102      12  503       2.8812    0.00034104       2.8808
PPP1R3B            8    8993764    9009152     55       8  503       3.6662    0.00034104       3.6659
TNKS               8    9412756    9639856    822      18  503       2.9342    0.00034104       2.9339
MSRA               8    9911830   10286401   1647      74  503       4.8118    0.00034104       4.8115
PRSS55             8   10383030   10411676    173      19  503      0.57179    0.00034104      0.57145
RP1L1              8   10463859   10512617    182      34  503       1.2293    0.00034104       1.2289
C8orf74            8   10530147   10558103     47      14  503      0.24547    0.00034104      0.24513
SOX7               8   10581278   10588084     27       6  503       1.8303    0.00034104         1.83
PINX1              8   10622473   10697394    421      22  503       1.9984    0.00034104        1.998
XKR6               8   10753654   11058875   1075      31  503       1.4144    0.00034104       1.4141
MTMR9              8   11142000   11185655    129      13  503       2.2667    0.00034104       2.2664
SLC35G5            8   11188495   11189695     10       2  503       1.5547    0.00034104       1.5543
FAM167A            8   11278972   11324276    260      23  503       3.2309    0.00034104       3.2306
BLK                8   11351521   11422108    289      25  503       2.9996    0.00034104       2.9993
GATA4              8   11534433   11617510    286      35  503       2.4712    0.00034104       2.4708
LOC101929490       8   11537185   11555493     55      15  503        1.646    0.00034104       1.6456
NEIL2              8   11627172   11644854    102      17  503      0.80801    0.00034104      0.80767
FDFT1              8   11653467   11696818    260      23  503       2.2744    0.00034104       2.2741
CTSB               8   11700033   11725646    147      19  503       1.2672    0.00034104       1.2668
DEFB136            8   11831446   11832108      4       2  503       2.3364    0.00034104       2.3361
DEFB135            8   11839830   11842099     10       3  503     -0.29677    0.00034104     -0.29711
DEFB134            8   11851489   11853760     11       4  503       1.1931    0.00034104       1.1928
LOC100133267       8   11921898   11929256      1       1  503      0.10599    0.00034104      0.10565
LONRF1             8   12579406   12612992     96      12  503       3.0878    0.00034104       3.0875
KIAA1456           8   12803183   12887286    542      34  503       3.0757    0.00034104       3.0754
DLC1               8   12940870   13373167   2411      82  503      -1.3603    0.00034104      -1.3606
C8orf48            8   13424352   13425797      3       1  503     -0.21938    0.00034104     -0.21972
SGCZ               8   13947373   15095792   6369     188  503       1.4557    0.00034104       1.4553
TUSC3              8   15397596   15624158    960      36  503     0.082007    0.00034104     0.081666
MSR1               8   15965387   16050300    363      33  503       2.7535    0.00034104       2.7531
FGF20              8   16850334   16859674     45      12  503      -1.2613    0.00034104      -1.2617
MICU3              8   16884747   16980148    304      26  503     -0.39427    0.00034104     -0.39461
ZDHHC2             8   17013836   17080241    207      34  503       4.3853    0.00034104       4.3849
CNOT7              8   17086737   17104387     39       8  503       3.0833    0.00034104        3.083
VPS37A             8   17104401   17155533    173      25  503       3.5939    0.00034104       3.5935
MTMR7              8   17154306   17271040    574      43  503       1.2995    0.00034104       1.2991
SLC7A2             8   17354597   17428077    406      62  503     -0.17596    0.00034104     -0.17631
PDGFRL             8   17433942   17500642    514      48  503      -1.3924    0.00034104      -1.3927
MTUS1              8   17501303   17658729    943      67  503      0.64779    0.00034104      0.64745
FGL1               8   17721894   17767874    329      17  503       0.2201    0.00034104      0.21976
PCM1               8   17780364   17887457    467      23  503     -0.67283    0.00034104     -0.67317
ASAH1              8   17913925   17942507    192      17  503      -1.2019    0.00034104      -1.2023
NAT1               8   18027971   18081198    274      30  503     -0.68045    0.00034104     -0.68079
NAT2               8   18248755   18258723     49       9  503       -1.463    0.00034104      -1.4633
PSD3               8   18384813   18871196   2607     158  503       2.9324    0.00034104       2.9321
SH2D4A             8   19171081   19253729    281      35  503      -1.2372    0.00034104      -1.2376
CSGALNACT1         8   19261672   19540261   1105      65  503     -0.66245    0.00034104     -0.66279
INTS10             8   19674876   19709589     95      17  503      0.80414    0.00034104       0.8038
LPL                8   19796582   19824770    114      19  503       0.0418    0.00034104     0.041459
SLC18A1            8   20002366   20040717    174      22  503     -0.98251    0.00034104     -0.98285
ATP6V1B2           8   20054704   20079207     46      12  503      0.31204    0.00034104       0.3117
LZTS1              8   20103676   20161492    233      48  503     -0.74726    0.00034104      -0.7476
GFRA2              8   21549530   21672392    261      49  503     -0.93421    0.00034104     -0.93456
DOK2               8   21766384   21771290      9       4  503      -2.0376    0.00034104      -2.0379
XPO7               8   21777180   21864096    182      14  503       -1.622    0.00034104      -1.6223
NPM2               8   21881621   21894408     30      10  503      -2.1079    0.00034104      -2.1082
FGF17              8   21900264   21906320     15       7  503     -0.73696    0.00034104      -0.7373
DMTN               8   21906660   21940036    120      13  503     -0.18241    0.00034104     -0.18275
FAM160B2           8   21946695   21962405     42       8  503     -0.80016    0.00034104     -0.80051
NUDT18             8   21964383   21966932      5       2  503     -0.90177    0.00034104     -0.90211
HR                 8   21971932   21988566     47       9  503     -0.44813    0.00034104     -0.44847
REEP4              8   21995533   21999448      7       2  503      0.46309    0.00034104      0.46275
LGI3               8   22004343   22014344     17       2  503      0.61944    0.00034104       0.6191
SFTPC              8   22014853   22021992     20       7  503     -0.28796    0.00034104      -0.2883
BMP1               8   22022653   22069839    142      22  503     -0.22203    0.00034104     -0.22237
PHYHIP             8   22077216   22089851     41      13  503     -0.99972    0.00034104      -1.0001
POLR3D             8   22102619   22108680     18       5  503      0.20777    0.00034104      0.20742
PIWIL2             8   22132810   22215560    217      15  503       1.2486    0.00034104       1.2483
SLC39A14           8   22224762   22291642    257      15  503       2.2932    0.00034104       2.2929
PPP3CC             8   22298483   22398657    185      11  503       2.3288    0.00034104       2.3285
SORBS3             8   22402228   22433008     62      20  503        1.049    0.00034104       1.0487
PDLIM2             8   22435805   22455538     53      13  503      -1.4231    0.00034104      -1.4234
C8orf58            8   22457114   22461663      8       2  503      -1.0727    0.00034104       -1.073
LOC101929211       8   22460648   22462925      4       1  503     -0.55588    0.00034104     -0.55622
CCAR2              8   22462145   22477984     54       6  503     -0.70921    0.00034104     -0.70955
BIN3               8   22477931   22526661    126      15  503     -0.85808    0.00034104     -0.85842
EGR3               8   22545172   22550815      6       3  503      -2.0666    0.00034104      -2.0669
PEBP4              8   22570765   22785491    695      81  503      -1.0247    0.00034104      -1.0251
RHOBTB2            8   22844930   22877710     79      17  503      -1.0411    0.00034104      -1.0414
TNFRSF10B          8   22877646   22926700    144      24  503      -1.0579    0.00034104      -1.0583
TNFRSF10C          8   22960327   22974950     55       8  503     -0.61276    0.00034104      -0.6131
TNFRSF10D          8   22993101   23021543     87      17  503        1.483    0.00034104       1.4826
TNFRSF10A          8   23048970   23082680    111      16  503     -0.36195    0.00034104     -0.36229
CHMP7              8   23101150   23119512     77      19  503      0.30361    0.00034104      0.30327
R3HCC1             8   23145442   23153792     43       7  503      -1.5358    0.00034104      -1.5362
LOXL2              8   23154410   23261722    612      38  503     -0.53214    0.00034104     -0.53248
ENTPD4             8   23284687   23315244     72      13  503     -0.64043    0.00034104     -0.64077
SLC25A37           8   23386363   23432976    269      20  503      -0.4288    0.00034104     -0.42915
NKX3-1             8   23536206   23540450      7       3  503     -0.64362    0.00034104     -0.64396
NKX2-6             8   23559964   23564111     14       4  503       0.2441    0.00034104      0.24376
STC1               8   23699434   23712320     27       6  503     -0.50063    0.00034104     -0.50097
ADAM28             8   24151553   24212726    213      11  503      -1.0297    0.00034104        -1.03
ADAMDEC1           8   24241798   24263526     35       9  503       2.1247    0.00034104       2.1244
ADAM7              8   24298509   24370273    204      24  503       1.5866    0.00034104       1.5863
NEFM               8   24770712   24776607      4       2  503      -2.0065    0.00034104      -2.0068
NEFL               8   24808468   24814383     15       7  503     -0.50278    0.00034104     -0.50312
DOCK5              8   25042287   25273227    621      54  503      0.27553    0.00034104      0.27519
GNRH1              8   25276774   25282556      5       2  503      -1.5665    0.00034104      -1.5669
KCTD9              8   25285363   25315984     73       4  503      -1.4625    0.00034104      -1.4629
CDCA2              8   25316275   25365425    113       7  503      -1.5518    0.00034104      -1.5522
EBF2               8   25699246   25902640    629      75  503    -0.019522    0.00034104    -0.019863
PPP2R2A            8   26149007   26230196    190      31  503       2.5303    0.00034104       2.5299
BNIP3L             8   26239894   26270644     73      18  503       3.2702    0.00034104       3.2699
PNMA2              8   26362196   26371608     20       8  503   -0.0018579    0.00034104   -0.0021989
DPYSL2             8   26371709   26515693    630      40  503       1.0739    0.00034104       1.0736
ADRA1A             8   26605667   26727003    531      56  503       0.8616    0.00034104      0.86126
STMN4              8   27093814   27116382     94      13  503     -0.25582    0.00034104     -0.25616
TRIM35             8   27142404   27168834     49      10  503       2.1704    0.00034104       2.1701
PTK2B              8   27168999   27316908    416      26  503       1.9471    0.00034104       1.9467
CHRNA2             8   27317278   27336813     80      15  503        1.801    0.00034104       1.8006
EPHX2              8   27348519   27402439    144      10  503      0.10955    0.00034104      0.10921
CLU                8   27454434   27472328     38       7  503       3.2119    0.00034104       3.2115
SCARA3             8   27491100   27534286    163      14  503       1.2857    0.00034104       1.2853
CCDC25             8   27590833   27630170    138      11  503       1.7437    0.00034104       1.7434
ESCO2              8   27632057   27670141    126       7  503      0.50179    0.00034104      0.50145
PBK                8   27667138   27695612    149       4  503      0.25175    0.00034104      0.25141
SCARA5             8   27727399   27850369    531      52  503     -0.39842    0.00034104     -0.39876
NUGGC              8   27879481   27941431    179      35  503       1.8105    0.00034104       1.8102
ELP3               8   27950584   28048670    226      19  503      0.61458    0.00034104      0.61424
PNOC               8   28174562   28200872     95       6  503     -0.32862    0.00034104     -0.32896
ZNF395             8   28203102   28243983     43       8  503      -1.7211    0.00034104      -1.7214
FBXO16             8   28285925   28347835    124      28  503     0.099811    0.00034104      0.09947
FZD3               8   28351722   28431785    122       4  503       1.7286    0.00034104       1.7283
EXTL3              8   28558990   28611207     62      10  503     -0.92596    0.00034104      -0.9263
INTS9              8   28625175   28747698    224      22  503     -0.39771    0.00034104     -0.39805
HMBOX1             8   28747911   28922456    209      23  503       1.1048    0.00034104       1.1044
KIF13B             8   28924795   29120610    448      40  503      0.11821    0.00034104      0.11787
DUSP4              8   29190579   29208267     53      11  503     -0.72106    0.00034104      -0.7214
SARAF              8   29920609   29940649     35       5  503       0.2668    0.00034104      0.26646
LEPROTL1           8   29952922   29995222    103      11  503     -0.50433    0.00034104     -0.50468
MBOAT4             8   29989187   30002200     38       5  503     -0.22484    0.00034104     -0.22518
DCTN6              8   30013813   30041155     53       9  503       0.3786    0.00034104      0.37826
RBPMS              8   30242017   30429778    371      28  503     -0.67128    0.00034104     -0.67162
GTF2E2             8   30436031   30515738    172      20  503      0.20315    0.00034104      0.20281
SMIM18             8   30496117   30503473     12       4  503     -0.26526    0.00034104      -0.2656
GSR                8   30535578   30585486    133      16  503      0.94141    0.00034104      0.94106
UBXN8              8   30601690   30624522     44       6  503      -1.1614    0.00034104      -1.1617
PPP2CB             8   30643126   30670352     54      10  503      0.19206    0.00034104      0.19172
TEX15              8   30688939   30770512    184      16  503      0.18417    0.00034104      0.18383
PURG               8   30853320   30891231     60      14  503     -0.40466    0.00034104     -0.40501
WRN                8   30890778   31031277    294      25  503        1.679    0.00034104       1.6787
NRG1               8   31496820   32622558   3712     152  503      -2.3937    0.00034104       -2.394
FUT10              8   33228057   33330664    318      20  503      -1.4901    0.00034104      -1.4904
MAK16              8   33342685   33358778     44       7  503     -0.85437    0.00034104     -0.85471
TTI2               8   33356027   33370703     48       5  503     -0.61639    0.00034104     -0.61673
RNF122             8   33405272   33424646     48       6  503     -0.89695    0.00034104      -0.8973
DUSP26             8   33448848   33457546     19       4  503     -0.48638    0.00034104     -0.48672
UNC5D              8   35092975   35654068   1078      47  503      -2.1607    0.00034104      -2.1611
KCNU1              8   36641842   36793643    270      19  503      -1.2376    0.00034104       -1.238
ERLIN2             8   37593743   37615319      6       4  503      0.62824    0.00034104       0.6279
PROSC              8   37619680   37637286     12       7  503      0.60952    0.00034104      0.60917
ADGRA2             8   37654401   37701504     82      22  503      0.43087    0.00034104      0.43053
BRF2               8   37701398   37707431      9       2  503     -0.29413    0.00034104     -0.29447
RAB11FIP1          8   37716465   37757015     35      14  503      0.13995    0.00034104      0.13961
GOT1L1             8   37791799   37797664      6       1  503      -0.4727    0.00034104     -0.47305
ADRB3              8   37820513   37824184      4       1  503      -1.1799    0.00034104      -1.1803
